Symbol,Company Name,Market Cap,Sector,Price,Change 1D,Volume,PE Ratio
SJ,Scienjoy Holding,194.82M,Communication Services,5.88,-1.18%,"81,685",6.67
JFIN,Jiayin Group,194.49M,Financials,3.60,-5.26%,"34,611",3.18
QTT,Qutoutiao,194.32M,Communication Services,0.68,-8.44%,"579,224",0.00
SWSS,Springwater Special Situations,194.14M,Blank Check / SPAC,9.82,-0.05%,"13,851",0.00
INFI,Infinity Pharmaceuticals,194.05M,Health Care,2.18,-3.96%,"542,754",0.00
FREQ,Frequency Therapeutics,193.77M,Health Care,5.63,-4.09%,"110,614",0.00
ICAD,"iCAD, Inc.",193.59M,Health Care,7.71,-1.15%,"112,635",0.00
CRMD,CorMedix,193.10M,Health Care,5.07,-2.87%,"123,455",0.00
LINC,Lincoln Educational Services,193.05M,Consumer Discretionary,7.15,-1.65%,"331,961",4.14
TOI,The Oncology Institute,192.91M,Financial Services,6.71,-3.17%,"99,565",0.00
FLXS,Flexsteel Industries,192.62M,Consumer Discretionary,28.47,-2.60%,"19,656",8.79
EGY,VAALCO Energy,191.66M,Energy,3.27,-9.17%,"652,011",4.40
VHC,VirnetX Holding,191.62M,Information Technology,2.69,-4.61%,"833,869",0.00
MBIO,Mustang Bio,191.37M,Health Care,2.08,-4.59%,"1,290,702",0.00
ATAQ,Altimar Acquisition III,191.15M,Blank Check / SPAC,9.85,-,140,0.00
ARYD,ARYA Sciences Acquisition IV,190.91M,Blank Check / SPAC,9.95,-0.20%,974,0.00
HOFV,Hall of Fame Resort &amp; Entertainment,190.89M,Communication Services,2.00,-2.44%,"1,158,129",0.00
ASPS,Altisource Portfolio Solutions,190.85M,Real Estate,12.00,-2.76%,"55,024",0.00
CGTX,Cognition Therapeutics,190.63M,Healthcare,8.92,0.34%,"18,072",0.00
ADVM,Adverum Biotechnologies,190.42M,Health Care,1.94,-4.43%,"727,931",0.00
VIRX,Viracta Therapeutics,190.08M,Healthcare,4.84,-8.16%,"153,839",0.00
VABK,Virginia National Bankshares,189.95M,Financials,35.79,-2.61%,"2,733",19.54
RACB,Research Alliance II,189.56M,Blank Check / SPAC,9.88,0.82%,106,0.00
INZY,Inozyme Pharma,189.32M,Healthcare,8.00,-6.87%,"29,705",0.00
ABGI,ABG Acquisition I,189.27M,Blank Check / SPAC,9.79,0.20%,"1,728","2,447.50"
KVHI,KVH Industries,188.99M,Information Technology,10.00,-5.03%,"40,522",0.00
MITA,Coliseum Acquisition,188.88M,Blank Check / SPAC,9.78,-0.10%,106,0.00
UTRS,Minerva Surgical,188.83M,Healthcare,6.61,-4.06%,"83,402",0.00
UIHC,United Insurance Holdings,188.82M,Financials,4.37,-4.38%,"118,598",0.00
ITI,Iteris,188.80M,Information Technology,4.46,-5.11%,"147,609",0.00
IMMR,Immersion,188.25M,Information Technology,5.70,-3.06%,"1,107,460",9.05
SPOK,Spok Holdings,188.19M,Communication Services,9.66,-,"28,663",0.00
APMI,AxonPrime Infrastructure Acquisition,188.10M,Blank Check / SPAC,9.74,-,5,0.00
AMCI,AMCI Acquisition II,187.52M,Blank Check / SPAC,9.71,-0.08%,"1,474",0.00
BLSA,BCLS Acquisition,187.35M,Blank Check / SPAC,9.89,-0.10%,102,0.00
BATL,Battalion Oil,186.99M,Energy,11.49,-2.42%,"4,036",0.00
PW,Power REIT,186.85M,Real Estate,56.24,-2.31%,"24,464",34.23
NTZ,Natuzzi,186.50M,Consumer Discretionary,17.00,0.35%,"1,784",0.00
ALPA,Alpha Healthcare Acquisition III,186.48M,Blank Check / SPAC,9.71,-,"1,000",0.00
VNRX,VolitionRX,186.31M,Health Care,3.48,-5.95%,"115,895",0.00
ARYE,Arya Sciences Acquisition V,186.30M,Blank Check / SPAC,9.71,-0.21%,"9,909",0.00
ISTR,Investar Holding,185.77M,Financials,17.96,-1.48%,"6,372",34.81
OCAX,OCA Acquisition,185.57M,Blank Check / SPAC,9.94,0.09%,"1,913",0.00
CTRM,Castor Maritime,185.44M,Industrials,1.96,-2.00%,"1,747,634",5.58
FSFG,First Savings Financial Group,185.42M,Financials,26.02,-2.77%,"5,473",6.32
EDAP,EDAP TMS S.A.,185.07M,Health Care,5.55,-1.42%,"34,694","5,550.00"
CLGN,CollPlant Biotechnologies,184.65M,Health Care,18.00,1.64%,"15,316",35.64
GWGH,GWG Holdings,184.57M,Financials,8.89,-6.47%,443,0.00
MNSB,MainStreet Bancshares,184.55M,Financials,24.30,-1.02%,"2,311",8.10
HZN,Horizon Global,184.46M,Consumer Discretionary,6.76,-0.88%,"18,195",0.00
FNWB,First Northwest Bancorp,184.38M,Financials,18.39,-3.11%,"4,689",12.08
BNNR,Banner Acquisition,184.31M,Blank Check / SPAC,9.83,0.20%,"21,979",0.00
VIA,Via Renewables,183.65M,Utilities,11.61,-2.93%,"75,994",12.55
AQB,AquaBounty Technologies,183.25M,Health Care,2.58,-7.53%,"1,196,751",0.00
WMPN,William Penn Bancorporation,182.96M,Financials,12.06,-,"40,893",41.59
PFMT,Performant Financial,182.54M,Industrials,2.64,-4.69%,"211,132",0.00
CCAI,Cascadia Acquisition,182.44M,Blank Check / SPAC,9.73,-0.10%,"11,341",0.00
TFFP,TFF Pharmaceuticals,182.42M,Health Care,7.19,-4.13%,"95,660",0.00
VIAO,VIA optronics AG,182.36M,Technology,8.05,3.87%,"4,811",0.00
DS,Drive Shack,182.34M,Consumer Discretionary,1.98,-4.35%,"977,169",0.00
VLCN,Volcon,182.15M,Consumer Cyclical,15.75,2.81%,"67,005",0.00
NBEV,NewAge,182.05M,Consumer Staples,1.24,-2.36%,"1,195,797",0.00
BSAQ,Black Spade Acquisition,181.88M,Blank Check / SPAC,9.70,-0.21%,240,0.00
SNFCA,Security National Financial,181.69M,Financials,8.93,-0.78%,"12,402",3.26
ATNF,180 Life Sciences,181.58M,Healthcare,5.41,21.30%,"2,281,708",0.00
DBTX,Decibel Therapeutics,181.44M,Healthcare,7.28,-1.62%,"4,739",0.00
BDSX,Biodesix,181.24M,Healthcare,6.72,-0.15%,"45,686",0.00
ARL,American Realty Investors,180.90M,Real Estate,11.20,-2.01%,"1,093",17.23
ESSA,ESSA Bancorp,180.88M,Financials,17.29,-0.40%,"1,903",10.67
ESEA,Euroseas,180.69M,Industrials,24.94,-1.38%,"79,857",8.41
FAT,FAT Brands,180.67M,Consumer Discretionary,10.61,-6.19%,"32,900",0.00
SYBX,Synlogic,180.55M,Health Care,2.59,-1.89%,"330,941",0.00
NEXI,NexImmune,180.33M,Healthcare,7.94,-11.78%,"27,273",0.00
EUSG,European Sustainable Growth Acquisition,180.29M,Blank Check / SPAC,10.00,-0.50%,"199,558",0.00
MIST,Milestone Pharmaceuticals,180.13M,Health Care,6.03,0.17%,"11,965",0.00
FNCB,FNCB Bancorp,180.07M,Financials,9.01,-0.77%,"2,586",8.05
PANL,Pangaea Logistics Solutions,179.83M,Industrials,3.94,-4.14%,"194,128",2.97
ESSC,East Stone Acquisition,179.69M,Blank Check / SPAC,10.15,-0.78%,"3,421",0.00
RAM,Aries I Acquisition,179.69M,Blank Check / SPAC,10.00,0.30%,"1,520",0.00
MLAC,Malacca Straits Acquisition,179.33M,Blank Check / SPAC,9.98,0.20%,"12,059",0.00
LRMR,Larimar Therapeutics,179.23M,Healthcare,10.12,-3.89%,"20,612",0.00
INOD,Innodata,179.21M,Information Technology,6.60,-3.93%,"43,082",388.24
TERN,Terns Pharmaceuticals,179.18M,Healthcare,7.13,-5.31%,"20,067",0.00
LVTX,LAVA Therapeutics,178.88M,Healthcare,6.94,-0.29%,"5,534",0.00
RGCO,RGC Resources,178.39M,Utilities,21.35,-0.84%,"6,515",17.50
SLGL,Sol-Gel Technologies,178.25M,Health Care,7.71,-8.00%,"12,764",0.00
XGN,Exagen,178.13M,Health Care,11.02,-6.69%,"22,171",0.00
AVRO,Avrobio,178.10M,Health Care,4.08,-11.11%,"464,730",0.00
BYFC,Broadway Financial,177.99M,Financials,2.48,-5.34%,"31,570",0.00
SCYX,SCYNEXIS,177.95M,Health Care,7.43,-3.38%,"570,226",0.00
TELA,TELA Bio,177.38M,Health Care,12.23,-3.55%,"1,252",0.00
NECB,Northeast Community Bancorp,177.37M,Financials,10.83,-1.81%,"33,687",15.65
CCLP,CSI Compressco,177.14M,Energy,1.28,-2.29%,"48,216",0.00
YJ,Yunji,177.07M,Consumer Discretionary,0.83,6.41%,"142,671",0.00
ORTX,Orchard Therapeutics,176.95M,Health Care,1.41,-3.42%,"410,023",0.00
SSBK,Southern States Bancshares,176.38M,Financial Services,19.55,-0.26%,"1,696",8.71
PLG,Platinum Group Metals,175.94M,Materials,2.34,-6.77%,"1,563,214",0.00
SRT,Startek,175.87M,Information Technology,4.31,-4.43%,"55,422",0.00
PTRS,Partners Bancorp,175.62M,Financials,9.82,0.20%,"6,799",24.80
XSPA,XpresSpa Group,175.58M,Consumer Discretionary,1.62,4.52%,"3,556,547",0.00
FSTR,L.B. Foster Company,175.40M,Industrials,16.19,0.43%,"42,404",28.81
GSV,Gold Standard Ventures,175.05M,Materials,0.49,1.88%,"285,712",0.00
NETI,Eneti,175.00M,Industrials,8.93,-2.30%,"489,099",0.00
GAIA,"Gaia, Inc.",174.83M,Communication Services,9.05,-0.66%,"47,850",89.60
CFFI,C&amp;F Financial,174.81M,Financials,49.40,-1.20%,"3,974",5.84
OBSV,ObsEva,174.66M,Health Care,2.24,-,"385,544",0.00
SACH,Sachem Capital,174.20M,Financials,5.85,-1.18%,"258,569",13.61
XNET,Xunlei,173.37M,Information Technology,2.59,-5.82%,"307,387",27.55
CBAT,CBAK Energy Technology,173.29M,Industrials,1.96,-4.85%,"1,231,361",3.37
FLAC,Frazier Lifesciences Acquisition,173.25M,Blank Check / SPAC,9.76,-0.31%,"2,514",0.00
HDSN,Hudson Technologies,173.20M,Industrials,3.94,-5.06%,"229,061",8.42
CFMS,Conformis,172.98M,Health Care,0.93,-4.81%,"712,517",20.66
GAU,Galiano Gold,172.55M,Materials,0.76,-5.63%,"497,467",4.29
YSAC,Yellowstone Acquisition,172.37M,Blank Check / SPAC,10.13,-,"25,413",0.00
OMEG,Omega Alpha SPAC,172.36M,Blank Check / SPAC,9.71,-0.82%,140,0.00
RPHM,Reneo Pharmaceuticals,171.59M,Healthcare,7.03,-8.94%,"15,482",0.00
GENC,Gencor Industries,171.46M,Industrials,11.73,-2.01%,"5,113",30.87
LJAQ,LightJump Acquisition,171.44M,Blank Check / SPAC,9.87,0.20%,178,0.00
OEG,Orbital Energy Group,170.99M,Utilities,2.62,-1.87%,"1,735,988",0.00
CPSS,Consumer Portfolio Services,170.91M,Financials,8.11,0.50%,"63,039",6.30
INTT,inTEST Corporation,170.60M,Information Technology,15.69,-1.75%,"50,900",25.39
CWCO,Consolidated Water,170.51M,Utilities,11.21,-0.88%,"36,259","3,736.67"
KLDO,Kaleido Biosciences,170.38M,Health Care,4.00,-2.68%,"68,583",0.00
ASUR,Asure Software,170.33M,Information Technology,8.53,0.47%,"59,472",102.77
RVSB,Riverview Bancorp,170.22M,Financials,7.68,-3.15%,"31,848",8.74
BTTX,Better Therapeutics,170.15M,Healthcare,7.21,-6.12%,"612,864",0.00
MLSS,Milestone Scientific,169.61M,Health Care,2.50,-6.37%,"138,449",0.00
QUBT,Quantum Computing,168.82M,Technology,5.79,-2.20%,"218,399",0.00
EPM,Evolution Petroleum,168.16M,Energy,5.00,-7.41%,"297,407",0.00
IBER,Ibere Pharmaceuticals,168.02M,Blank Check / SPAC,9.74,-,"83,974",0.00
PWOD,Penns Woods Bancorp,167.69M,Financials,23.72,-2.63%,"4,129",11.14
USAK,USA Truck,166.37M,Industrials,18.72,-1.32%,"59,118",9.10
NXTC,NextCure,166.31M,Health Care,6.02,-2.90%,"116,575",0.00
USDP,USD Partners,165.94M,Energy,5.66,-1.74%,"37,309",6.39
LITB,LightInTheBox,165.91M,Consumer Discretionary,1.48,-3.27%,"161,769",11.21
JG,Aurora Mobile,165.80M,Information Technology,1.40,-0.71%,"519,373",0.00
ICCM,IceCure Medical,165.79M,Healthcare,5.21,-3.34%,"16,675",0.00
STSA,Satsuma Pharmaceuticals,165.53M,Health Care,5.25,-4.89%,"50,738",0.00
CMCT,CIM Commercial Trust,165.45M,Real Estate,7.08,-1.80%,"52,285",0.00
MCMJ,Merida Merger Corp. I,165.19M,Financial Services,10.09,-0.30%,"131,041",0.00
DLHC,DLH Holdings,164.97M,Industrials,13.15,-2.23%,"23,901",20.48
UAVS,AgEagle Aerial Systems,164.93M,Industrials,2.19,-6.41%,"2,724,759",0.00
AAOI,Applied Optoelectronics,164.60M,Information Technology,6.03,-,"282,161",0.00
MITT,AG Mortgage Investment Trust,164.44M,Financials,10.37,-2.99%,"457,281",1.21
LAKE,Lakeland Industries,164.31M,Consumer Discretionary,21.05,9.92%,"121,138",7.07
CLOE,Clover Leaf Capital,164.28M,Blank Check / SPAC,10.03,0.30%,"1,801",0.00
APTX,Aptinyx,163.87M,Health Care,2.42,0.41%,"147,902",0.00
ENZ,Enzo Biochem,163.83M,Health Care,3.38,1.20%,"153,316",21.13
BSET,Bassett Furniture Industries,163.80M,Consumer Discretionary,16.79,-3.45%,"71,877",8.50
HYW,Hywin Holdings,163.80M,Finance and Insurance,5.85,-1.02%,"12,404",4.90
GMDA,Gamida Cell,163.66M,Health Care,2.76,0.73%,"300,762",0.00
HWBK,Hawthorn Bancshares,163.64M,Financials,24.73,0.32%,"2,857",7.58
IIN,Intricon,163.57M,Health Care,17.89,2.46%,"14,349",167.20
PEBK,Peoples Bancorp of North Carolina,163.51M,Financials,28.88,0.59%,"1,370",11.90
BWAC,Better World Acquisition,163.47M,Blank Check / SPAC,10.15,-,929,0.00
NMMC,North Mountain Merger,163.16M,Financial Services,9.87,0.61%,"2,604",0.00
SMID,Smith-Midland,163.16M,Materials,31.31,-1.07%,"14,065",19.80
KRMD,Repro Med Systems,162.65M,Health Care,3.65,-5.93%,"37,228",0.00
FRSX,Foresight Autonomous,162.27M,Consumer Discretionary,2.41,-0.82%,"548,207",0.00
NBST,Newbury Street Acquisition,162.12M,Blank Check / SPAC,9.73,0.05%,370,0.00
SLNH,Soluna Holdings,161.70M,Technology,12.63,-8.15%,"278,392",0.00
JILL,"J.Jill, Inc.",161.55M,Consumer Discretionary,16.18,-4.49%,"22,277",0.00
EQ,Equillium,161.36M,Health Care,5.49,1.86%,"33,712",0.00
BCEL,Atreca,161.23M,Health Care,4.34,-6.47%,"319,932",0.00
BMTX,BM Technologies,160.77M,Technology,13.51,-0.52%,"361,562",32.24
TWIN,Twin Disc,160.74M,Industrials,11.82,-4.06%,"13,784",0.00
ATNM,Actinium Pharmaceuticals,160.60M,Health Care,7.29,-1.49%,"61,532",0.00
PBPB,Potbelly Corporation,160.43M,Consumer Discretionary,5.58,-2.28%,"46,766",0.00
MN,Manning &amp; Napier,160.10M,Financials,8.67,-1.59%,"12,464",8.01
LVO,LiveOne,159.84M,Communication Services,2.04,-5.12%,"273,880",0.00
VECT,VectivBio Holding,159.72M,Healthcare,3.86,-2.77%,"44,793",0.00
EBAC,European Biotech Acquisition,159.39M,Blank Check / SPAC,9.72,-1.12%,"7,678",0.00
BENE,Benessere Capital Acquisition,159.21M,Blank Check / SPAC,10.69,-4.81%,"1,124,469",0.00
BRLT,Brilliant Earth Group,159.18M,Consumer Cyclical,16.61,-2.58%,"85,822",11.37
EQOS,EQONEX,158.92M,Financial Services,4.07,-7.71%,"312,793",0.00
CRVS,Corvus Pharmaceuticals,158.73M,Health Care,3.41,0.89%,"340,354",0.00
FFNW,First Financial Northwest,158.68M,Financials,16.97,-,414,13.35
FLNT,Fluent,158.68M,Communication Services,2.01,-0.99%,"275,120",0.00
FNWD,Finward Bancorp,158.65M,Financial Services,45.60,-2.98%,360,10.15
CHMI,Cherry Hill Mortgage Investment,158.65M,Financials,8.86,-0.78%,"269,663",32.45
SMED,Sharps Compliance,158.28M,Health Care,7.92,2.33%,"91,873",10.99
RICO,Agrico Acquisition,158.13M,Blank Check / SPAC,10.04,-0.10%,"99,319",0.00
STRT,STRATTEC Security,158.03M,Consumer Discretionary,39.97,-1.67%,"8,405",10.57
MNOV,MediciNova,157.92M,Health Care,3.22,-9.80%,"469,439",0.00
OSG,Overseas Shipholding Group,157.78M,Energy,1.81,-3.72%,"221,341",0.00
VRAR,The Glimpse Group,157.54M,Technology,13.36,-0.89%,"300,708",0.00
THM,International Tower Hill Mines,157.52M,Materials,0.80,-1.63%,"189,825",0.00
BELFA,Bel Fuse,157.31M,Technology,13.96,-0.97%,126,8.49
GLTA,Galata Acquisition,157.03M,Blank Check / SPAC,10.05,-,546,0.00
GNFT,Genfit,156.79M,Health Care,3.35,0.45%,"6,210",0.00
BFI,BurgerFi International,156.71M,Consumer Cyclical,7.37,-0.67%,"124,706",0.00
BCTX,BriaCell Therapeutics,156.56M,Healthcare,10.20,-0.10%,"938,538",0.00
FINW,FinWise Bancorp,156.51M,Financial Services,12.78,-3.55%,"22,318",10.67
SAMG,Silvercrest Asset Management,156.38M,Financials,16.20,-0.31%,"23,159",13.59
CHRA,Charah Solutions,156.35M,Industrials,4.68,-0.21%,"7,713",0.00
FCCO,First Community,156.17M,Financials,20.70,-2.31%,"3,931",10.40
SHIP,Seanergy Maritime Holdings,155.83M,Industrials,0.92,-1.61%,"2,385,431",6.42
DOGZ,Dogness (International),155.83M,Consumer Discretionary,4.90,-2.97%,"252,356",98.00
BELFB,Bel Fuse,155.50M,Information Technology,12.27,-4.07%,"64,210",7.46
ANEB,Anebulo Pharmaceuticals,155.48M,Healthcare,6.66,0.15%,491,0.00
RDCM,RADCOM Ltd.,155.39M,Information Technology,11.02,-2.48%,"11,259",0.00
CMCL,Caledonia Mining,155.35M,Materials,12.80,-1.16%,"21,288",9.21
CALB,California BanCorp,155.20M,Financials,18.81,-1.57%,"6,997",12.96
CNTG,Centogene,155.10M,Health Care,6.91,-4.03%,"121,416",0.00
EML,Eastern Company,155.00M,Industrials,24.70,-1.95%,"11,437",17.71
MBCN,Middlefield Banc,154.39M,Financials,25.87,-1.11%,"8,067",10.09
CHWA,CHW Acquisition,154.16M,Blank Check / SPAC,9.83,-,0,0.00
ACKIT,Ackrell SPAC Partners I,154.12M,Blank Check / SPAC,10.09,-0.10%,187,0.00
TNP,Tsakos Energy Navigation,153.92M,Energy,7.34,-3.80%,"107,912",0.00
OIIM,O2Micro International,153.67M,Information Technology,5.39,-2.53%,"32,103",11.05
PRBM,Parabellum Acquisition,153.28M,Blank Check / SPAC,9.81,-,"16,935",0.00
BIVI,BioVie,153.27M,Healthcare,6.14,1.49%,"40,747",0.00
BANX,StoneCastle Financial,152.70M,Financials,21.60,-1.77%,"6,034",9.04
GALT,Galectin Therapeutics,152.38M,Health Care,2.57,-5.17%,"98,260",0.00
EVOJ,Evo Acquisition,152.19M,Blank Check / SPAC,9.74,-0.10%,"55,687",0.00
GLAQ,Globis Acquisition,152.01M,Blank Check / SPAC,10.10,0.10%,"21,972",0.00
ASYS,Amtech Systems,151.94M,Information Technology,10.66,2.30%,"100,335",0.00
ACY,AeroCentury,151.77M,Industrials,34.47,-2.54%,"5,330",0.00
TAST,Carrols Restaurant Group,151.77M,Consumer Discretionary,2.96,-1.66%,"314,099",0.00
ELEV,Elevation Oncology,151.43M,Healthcare,6.52,-4.68%,"3,782",0.00
GNSS,Genasys,150.71M,Information Technology,4.17,0.97%,"58,996",15.00
DKDCA,Data Knights Acquisition,150.65M,Blank Check / SPAC,10.07,-0.20%,"1,003",0.00
RELL,Richardson Electronics,150.53M,Information Technology,11.06,-5.87%,"34,820",26.91
EBMT,Eagle Bancorp Montana,150.51M,Financials,22.21,-1.16%,"6,760",8.38
ONCT,Oncternal Therapeutics,150.26M,Health Care,3.04,-3.49%,"462,527",0.00
RIVE,Riverview Financial,150.17M,Financials,16.04,3.28%,"8,591",11.99
NISN,Nisun International,150.11M,Financial Services,7.30,6.26%,"18,511",8.94
NH,NantHealth,150.08M,Health Care,1.30,-3.70%,"46,323",0.00
DDMX,DD3 Acquisition II,150.03M,Blank Check / SPAC,9.38,-4.19%,"27,317",0.00
NLIT,Northern Lights Acquisition,149.70M,Blank Check / SPAC,10.05,-,2,0.00
VBLT,Vascular Biogenics,149.68M,Health Care,2.16,-1.82%,"138,569",0.00
CLPR,Clipper Realty,149.39M,Real Estate,9.30,-4.62%,"137,458",0.00
IMBI,iMedia Brands,149.21M,Consumer Discretionary,6.93,2.06%,"53,037",0.00
ADF,Aldel Financial,149.18M,Blank Check / SPAC,9.98,-1.19%,"21,860",0.00
MBTC,Nocturne Acquisition,149.14M,Blank Check / SPAC,10.05,0.20%,521,0.00
BREZ,Breeze Holdings Acquisition,149.04M,Blank Check / SPAC,10.18,-,"11,238",0.00
BGSF,BG Staffing,148.88M,Industrials,14.31,-1.04%,"29,309",13.53
OFS,OFS Capital,148.55M,Financials,11.07,-2.04%,"38,868",2.90
ZYNE,Zynerba Pharmaceuticals,148.51M,Health Care,3.60,-2.17%,"721,923",0.00
GORO,Gold Resource,148.42M,Materials,1.99,-3.40%,"588,866",15.31
FATBB,FAT Brands,148.40M,Consumer Discretionary,12.45,-9.39%,"7,776",0.00
SAL,Salisbury Bancorp,148.32M,Financials,51.83,-0.77%,"2,608",9.79
JATT,JATT Acquisition,148.20M,Blank Check / SPAC,9.88,-,"49,673",0.00
HMLP,Hoegh Lng Partners,148.15M,Energy,4.44,-2.84%,"95,340",3.00
NGS,Natural Gas Services Group,148.12M,Energy,11.36,1.52%,"24,638",0.00
BSBK,Bogota Financial,148.07M,Financials,10.12,-0.59%,122,20.82
SRL,Scully Royalty,147.94M,Financials,10.01,-3.69%,"4,382",500.50
EARN,Ellington Residential Mortgage,147.58M,Financials,11.39,-0.52%,"214,709",37.10
HLXA,Helix Acquisition,147.01M,Blank Check / SPAC,9.93,0.30%,"121,277",0.00
ROCR,Roth CH Acquisition III,146.80M,Blank Check / SPAC,9.93,-0.20%,"527,209",0.00
NCNA,NuCana,146.58M,Health Care,2.81,-1.06%,"319,406",0.00
KWAC,Kingswood Acquisition,146.53M,Blank Check / SPAC,10.12,-,209,0.00
ESGC,Eros STX Global,146.38M,Communication Services,0.39,-4.12%,"1,341,699",0.00
HTOO,Fusion Fuel Green,146.33M,Utilities,11.15,1.46%,"27,279",0.00
FRAF,Franklin Financial Services,146.31M,Financials,33.01,0.95%,368,7.12
ATA,Americas Technology Acquisition,146.31M,Blank Check / SPAC,10.09,-,"7,481",0.00
BQ,Boqii Holding,146.00M,Consumer Cyclical,1.62,-2.41%,"109,906",0.00
SGA,Saga Communications,145.92M,Communication Services,24.40,-3.10%,508,15.03
TYME,Tyme Technologies,145.85M,Health Care,0.78,-2.32%,"459,658",0.00
WTRH,Waitr Holdings,145.61M,Consumer Discretionary,1.15,-,"4,216,504",26.74
HX,Xiaobai Maimai,145.09M,Financials,2.97,0.34%,"153,432",0.00
CZWI,Citizens Community Bancorp,144.41M,Financials,13.75,0.36%,"2,823",7.96
AKU,Akumin,144.22M,Healthcare,1.62,-,"10,724",0.00
IBIO,"iBio, Inc.",144.07M,Health Care,0.66,-0.68%,"2,934,547",0.00
OXAC,Oxbridge Acquisition,144.03M,Blank Check / SPAC,9.94,-0.24%,841,0.00
ONCR,Oncorus,143.76M,Healthcare,5.57,-4.79%,"73,830",0.00
EDTX,EdtechX Holdings Acquisition II,143.46M,Blank Check / SPAC,9.98,0.10%,2,0.00
LEE,Lee Enterprises,143.34M,Communication Services,24.34,-0.37%,"28,178",8.57
RGS,Regis Corporation,143.29M,Consumer Discretionary,2.89,3.96%,"1,497,109",0.00
FCRD,First Eagle Alternative Capital,143.02M,Financial Services,4.75,-0.84%,"23,276",7.22
PONO,Pono Capital,142.89M,Blank Check / SPAC,9.94,-0.30%,"11,854",0.00
OVLY,Oak Valley Bancorp,142.62M,Financials,17.31,-2.20%,648,8.09
RESN,Resonant,142.59M,Information Technology,2.17,-0.91%,"423,565",0.00
USAS,Americas Gold &amp; Silver,142.09M,Materials,0.85,-8.58%,"794,550",0.00
LBPS,4D pharma,141.63M,Healthcare,6.22,-9.06%,"11,247",0.00
ARMP,Armata Pharmaceuticals,141.39M,Health Care,5.22,-4.74%,"23,468",0.00
ADRA,Adara Acquisition,141.31M,Blank Check / SPAC,9.83,-0.41%,867,0.00
GFED,Guaranty Federal Bancshares,141.16M,Financials,32.20,-2.90%,"4,790",15.47
SUNW,Sunworks,141.06M,Industrials,4.85,-5.27%,"612,272",0.00
BFIN,BankFinancial Corporation,141.04M,Financials,10.62,-1.85%,"31,687",20.58
ITRG,Integra Resources,140.93M,Basic Materials,2.24,-2.61%,"84,870",0.00
LEJU,Leju Holdings,140.90M,Consumer Discretionary,1.03,-2.83%,"27,302",0.00
WINV,WinVest Acquisition,140.88M,Blank Check / SPAC,9.80,-0.51%,112,0.00
GWH,ESS Tech,140.82M,Industrials,15.96,3.97%,"647,974",0.00
LMST,Limestone Bancorp,140.79M,Financials,18.52,-1.23%,68,9.63
UNB,Union Bankshares,140.58M,Financials,30.75,-3.15%,"2,575",10.19
CLVR,Clever Leaves,140.52M,Healthcare,5.22,-2.25%,"86,556",0.00
FXNC,First National,140.41M,Financials,22.55,-1.79%,26,10.38
CFBK,CF Bankshares,140.40M,Financials,21.31,-0.47%,"2,658",6.64
CYN,Cyngn,140.37M,Financials,5.31,-0.19%,"182,906",0.00
RDHL,RedHill Biopharma,140.16M,Health Care,3.00,5.26%,"524,452",0.00
ZDGE,"Zedge, Inc.",139.98M,Communication Services,9.73,-0.92%,"74,869",16.49
MIRO,Miromatrix Medical,139.95M,Healthcare,6.98,-2.24%,"2,126",0.00
DERM,Journey Medical,139.59M,Health Care,8.49,2.91%,"25,127",0.00
GGGV,G3 VRM Acquisition,139.44M,Blank Check / SPAC,9.99,-,0,0.00
WHG,Westwood Holdings Group,139.11M,Financials,16.75,-0.77%,"1,708",13.55
EMAN,eMagin,138.82M,Information Technology,1.91,-5.91%,"1,081,367",0.00
LARK,Landmark Bancorp,138.70M,Financials,29.14,-1.05%,614,6.77
BKEP,BlueKnight Energy Partners,138.67M,Energy,3.34,0.60%,"39,317",2.99
ENLV,Enlivex Therapeutics,138.61M,Information Technology,7.57,6.77%,"138,087",0.00
CFRX,ContraFect,138.45M,Health Care,3.52,3.23%,"130,132",0.00
WSTG,Wayside Technology Group,138.15M,Information Technology,31.50,-1.90%,"4,162",16.71
WMC,Western Asset Mortgage Capital,138.15M,Financials,2.27,2.71%,"454,161",0.00
GSIT,GSI Technology,137.60M,Information Technology,5.65,-4.07%,"42,021",0.00
RDI,Reading International,137.58M,Communication Services,4.39,-7.38%,"58,776",6.86
BBQ,BBQ Holdings,137.48M,Consumer Discretionary,13.10,-2.89%,"9,250",6.77
MACU,Mallard Acquisition,137.36M,Blank Check / SPAC,9.99,-,0,24.73
GHM,Graham Corporation,137.23M,Industrials,12.90,-0.46%,"21,177",0.00
DARE,Dare Bioscience,137.12M,Health Care,1.79,1.13%,"3,810,107",0.00
JYAC,Jiya Acquisition,136.96M,Blank Check / SPAC,9.82,-,10,0.00
MARK,Remark Holdings,136.71M,Consumer Discretionary,1.30,-2.26%,"1,851,227",2.19
FCAP,First Capital,136.64M,Financials,40.50,-1.46%,520,11.84
MNTX,Manitex International,136.16M,Industrials,6.83,0.44%,"18,652",87.56
MICT,"MICT, Inc.",136.06M,Industrials,1.12,-5.88%,"1,088,504",0.00
MEOA,Minority Equality Opportunities Acquisition,135.98M,Blank Check / SPAC,9.98,-,"2,748",0.00
BRCN,Burcon NutraScience,135.78M,Consumer Defensive,1.21,-6.20%,"18,007",0.00
KZIA,Kazia Therapeutics,135.70M,Health Care,9.90,-5.80%,"25,136",0.00
